station_name,Latitude,Longitude
Western Ave & Division St,41.902893,-87.687275
Kedzie Ave & Palmer Ct,41.921525,-87.70732199999999
Monticello Ave & Irving Park Rd,41.954004839,-87.71912818
Marine Dr & Ainslie St,41.9716,-87.650154
Humboldt Blvd & Armitage Ave,41.917513394000004,-87.701808955
Wabash Ave & 16th St,41.860384,-87.625813
Carpenter St & Huron St,41.894556,-87.653449
St. Clair St & Erie St,41.894448,-87.622663
Damen Ave & Clybourn Ave,41.931931,-87.677856
Millennium Park,41.8810317,-87.62408432
LaSalle St & Washington St,41.882664,-87.63253
Lake Shore Dr & Wellington Ave,41.936669,-87.636794
Southport Ave & Wrightwood Ave,41.928773,-87.663913
Larrabee St & Webster Ave,41.921822,-87.64414000000001
California Ave & Lake St,41.884453957,-87.69629813700001
Clark St & Berwyn Ave,41.977996654,-87.668047105
Benson Ave & Church St,42.048214,-87.683485
Sheffield Ave & Wrightwood Ave,41.928712,-87.65383299999999
Southport Ave & Wellington Ave,41.935733,-87.663576
State St & Harrison St,41.874053,-87.627716
Southport Ave & Belmont Ave,41.93949,-87.66378
Indiana Ave & Roosevelt Rd,41.867888,-87.623041
Michigan Ave & Lake St,41.886024,-87.624117
California Ave & Francis Pl,41.918121,-87.696972
Stetson Ave & South Water St,41.886835,-87.62232
Sheridan Rd & Irving Park Rd,41.954245,-87.65440600000001
Broadway & Cornelia Ave,41.945529,-87.646439
Canal St & Harrison St,41.874255,-87.639573
Clark St & Grace St,41.95078,-87.659172
California Ave & Division St,41.903029,-87.697474
Claremont Ave & Hirsch St,41.907781,-87.685854
Drake Ave & Addison St,41.947326000000004,-87.717582
State St & Van Buren St,41.877181,-87.627844
Cottage Grove Ave & 71st St,41.765719037,-87.60495971299999
California Ave & 21st St,41.854015999999994,-87.69544499999999
Clark St & Randolph St,41.884576228,-87.63188991
Richmond St & Diversey Ave,41.931901969,-87.70119513
Austin Blvd & Chicago Ave,41.894887,-87.774704
Kedzie Ave & Chicago Ave,41.895465303,-87.706127884
Ravenswood Ave & Berteau Ave,41.957921,-87.673567
Michigan Ave & 14th St,41.864059000000005,-87.623727
McClurg Ct & Illinois St,41.890359000000004,-87.617532
Pine Grove Ave & Irving Park Rd,41.954383,-87.648043
Sedgwick St & Schiller St,41.907626,-87.638566
Ravenswood Ave & Irving Park Rd,41.95469,-87.67393
Wabash Ave & Grand Ave,41.891465999999994,-87.626761
Lake Shore Dr & North Blvd,41.911722,-87.626804
Leavitt St & North Ave,41.910153,-87.68229000000001
Chicago Ave & Sheridan Rd,42.050491,-87.677821
Budlong Woods Library,41.983664709,-87.696422561
Clark St & Leland Ave,41.967096000000005,-87.667429
Sheffield Ave & Fullerton Ave,41.925601881999995,-87.653708042
Theater on the Lake,41.926277,-87.630834
Sheridan Rd & Noyes St (NU),42.058239,-87.677432
Kimbark Ave & 53rd St,41.799568,-87.594747
Ogden Ave & Chicago Ave,41.896362458,-87.654061273
Aberdeen St & Monroe St,41.880419,-87.655519
Broadway & Berwyn Ave,41.978353000000006,-87.65975300000001
Cannon Dr & Fullerton Ave,41.926755988000004,-87.634428785
Montrose Harbor,41.963982,-87.638181
California Ave & Milwaukee Ave,41.922695000000004,-87.697153
Broadway & Waveland Ave,41.949073999999996,-87.648636
Franklin St & Monroe St,41.880317,-87.63518499999999
Lincoln Ave & Belle Plaine Ave,41.955927,-87.679259
Broadway & Belmont Ave,41.940106,-87.645451
Columbus Dr & Randolph St,41.884728,-87.61952099999999
Ashland Ave & 13th St,41.865234,-87.666507
Rush St & Superior St,41.895764746,-87.62590803299999
Lakeview Ave & Fullerton Pkwy,41.925858000000005,-87.638973
Fairbanks Ct & Grand Ave,41.89186,-87.62062
Cityfront Plaza Dr & Pioneer Ct,41.890572999999996,-87.622072
Clark St & Drummond Pl,41.931248,-87.644336
Clark St & 9th St (AMLI),41.870816,-87.63124599999999
Burnham Harbor,41.856268,-87.613348
Union Ave & Root St,41.819102,-87.64327800000001
Calumet Ave & 18th St,41.857611,-87.619407
Desplaines St & Kinzie St,41.888716036,-87.64444785299999
Eckhart Park,41.89637337,-87.66098386
Streeter Dr & Grand Ave,41.892278000000005,-87.612043
Larrabee St & Division St,41.90348607,-87.643353494
Larrabee St & Oak St,41.900219493,-87.64298546799999
State St & Kinzie St,41.889187,-87.62775400000001
Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427
Ashland Ave & Grace St,41.950687,-87.6687
Dearborn St & Monroe St,41.881319815,-87.629520919
Christiana Ave & Lawrence Ave,41.968354494,-87.711830667
